state,combined_name,company_name,ticker,product_type,product_units,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,aug_2020,sep_2020,oct_2020,nov_2020,dec_2020,jan_2021,feb_2021,mar_2021
TX,Apache Corp (APA),Apache Corp,APA,sat estimate upper,Mcf,345031,241803,447610,573322,352240,386336,956236,631185,534188,266988,445248,314789,148292,195674,198921,72852,146540,118333,331600,49568,38543,112052,79263,87858,107385,233114,
TX,Apache Corp (APA),Apache Corp,APA,blended estimate,Mcf,534262,349881,391757,553527,361671,481625,799728,634896,471536,264000,426331,285715,205301,216215,210729,217798,217339,138357,215419,73525,53175,84793,51553,66879,72840,157840,
TX,Apache Corp (APA),Apache Corp,APA,produced oil,Bbl,2933574,2830926,3083706,2906224,3010967,2914643,3105584,3074583,3071959,3155180,3082213,3189091,2987292,2820323,2875575,2981621,2880298,2587218,2557007,2400053,2304045,2258848,2127421,2076397,2057113,1293152,
TX,Apache Corp (APA),Apache Corp,APA,produced gas,Mcf,28756179,26403870,29056546,22238477,23758831,23613177,25508554,26321059,28834843,31839217,31709792,33075092,32033133,34020251,27436557,21736943,25247976,29308809,29389982,27799976,26581145,23808326,25865144,25346376,24734201,16852032,
TX,BP plc (BP),BP plc,BP,reported equivalent co2 released,Metric tons,24748.9404,23403.1072,27132.6308,29969.0240,33618.2108,35767.3024,38445.6524,39442.9576,32954.3636,32159.3252,40525.3124,33185.6196,24078.5172,29145.2704,25984.7900,21043.7480,15667.9776,11849.8972,10955.3420,14898.0376,15216.3160,18686.2520,9128.8032,10889.8012,7959.0424,7235.6276,
TX,BP plc (BP),BP plc,BP,blended estimate equivalent co2 released,Metric tons,21110.6040,19254.7472,21666.8788,29553.0920,32034.2168,33960.2724,33551.0808,36729.0972,31754.4628,31321.3784,37716.6480,35610.7388,28138.7040,28355.9312,19873.2748,20336.2252,18970.4996,17567.1812,13734.3048,17480.4876,13776.0624,20698.7272,9661.8976,13705.9732,8500.3020,6958.3944,
TX,BP plc (BP),BP plc,BP,sat estimated volume,Mcf,318838,275664,295641,531701,555660,586738,522928,620717,557565,556266,637008,694085,587572,503041,251128,358189,406442,424899,301338,366113,225107,414438,186039,301500,164992,121919,
TX,BP plc (BP),BP plc,BP,reported volume,Mcf,451623,427064,495121,546880,613471,652688,701563,719762,601357,586849,739513,605577,439389,531848,474175,384010,285912,216239,199915,271862,277670,340990,166584,198719,145238,132037,
TX,BP plc (BP),BP plc,BP,sat estimate lower,Mcf,311715,269506,289036,519822,543246,573630,511246,606850,545109,543839,622777,678578,574446,491803,245517,350187,397362,415407,294606,357934,220078,405179,181883,294764,161306,119196,
TX,BP plc (BP),BP plc,BP,sat estimate upper,Mcf,325960,281823,302246,543579,568074,599846,534611,634584,570021,568694,651239,709591,600699,514279,256738,366191,415522,434391,308070,374292,230136,423697,190196,308235,168678,124643,
TX,BP plc (BP),BP plc,BP,blended estimate,Mcf,385230,351364,395381,539290,584566,619713,612246,670239,579461,571558,688260,649831,513480,517444,362651,371099,346177,320569,250626,318987,251388,377714,176312,250109,155115,126978,
TX,BP plc (BP),BP plc,BP,produced oil,Bbl,1165825,1003208,941464,1025930,1118662,1176500,1172739,1621952,1558099,1576619,1790482,1912276,1682907,1559598,1505329,1423969,1414206,1601323,2066074,2317999,2091168,1847088,1535982,1585271,1676771,828658,
TX,BP plc (BP),BP plc,BP,produced gas,Mcf,24018852,21554586,23886363,25268082,27462427,25399464,28068577,29815699,31560427,32959589,33097973,34248577,34860180,33912684,35758844,32642976,30026837,30283088,31286166,31478782,29037640,27749592,25292372,24475419,24394491,16234537,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,blended estimate equivalent co2 released,Metric tons,4600.7888,9517.4996,17781.0108,10840.9196,9973.5452,13720.0020,13410.3272,9963.8456,21690.9360,16373.4728,7565.5236,12760.2348,12558.8996,7347.6936,8354.0408,5486.5760,8527.9760,6755.4152,2990.2716,1785.7128,1881.9964,4171.3212,2761.2624,3069.4028,3153.6304,1913.1776,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,reported equivalent co2 released,Metric tons,5046.1484,8584.1460,16366.8968,11249.6728,12199.0280,12567.0100,14902.4764,10061.5540,24597.1992,15019.8580,8703.4456,12296.4624,11806.7148,7490.7764,10441.8660,4287.9904,7093.2572,5497.9196,3627.1024,2426.3796,2666.0200,3432.2336,2971.6944,3465.6616,3583.8104,2170.4088,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,sat estimated volume,Mcf,75830,190709,350277,190369,141387,271405,217485,180040,342786,323487,117293,241314,242903,131472,114348,121993,181800,146221,42945,20895,20036,89606,46548,48780,49699,30217,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,reported volume,Mcf,92083,156645,298666,205286,222610,229325,271943,183605,448854,274085,158822,224388,215451,136693,190545,78248,129439,100327,66188,44277,48650,62632,54228,63242,65398,39606,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,sat estimate lower,Mcf,72401,182086,334439,181761,134994,259134,207652,171899,327287,308860,111989,230403,231920,125527,109177,116477,173580,139610,41004,19950,19130,85554,44443,46575,47451,28851,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,sat estimate upper,Mcf,79259,199332,366115,198976,147780,283677,227319,188180,358285,338113,122596,252225,253886,137417,119518,127509,190020,152833,44887,21839,20942,93657,48653,50986,51946,31584,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,blended estimate,Mcf,83956,173677,324471,197827,181999,250365,244714,181822,395820,298786,138057,232851,229177,134082,152446,100120,155620,123274,54567,32586,34343,76119,50388,56011,57548,34912,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,produced oil,Bbl,187297,239685,266329,261507,299062,225778,263996,276021,324592,329608,294844,324355,302586,303152,296846,271117,216250,268635,270238,250913,229039,215766,224164,210111,213089,150271,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,produced gas,Mcf,988561,1397281,1587766,1557428,1727718,1407925,1772441,1860686,2075169,2123066,1824497,1890749,1953175,1977381,1914317,1861430,1540644,1911488,1919932,1845859,1648473,1595977,1581216,1473882,1441620,1049342,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,blended estimate equivalent co2 released,Metric tons,31084.8616,25964.5140,20412.3424,22633.3864,14942.7544,44079.9692,26775.5540,31230.9584,28189.5036,31554.0044,22702.2700,20252.3812,23923.5976,16339.8256,10435.5640,18998.0640,14568.4704,15646.2220,27753.4052,21016.3480,14483.3660,17486.6252,11243.3160,14820.1668,8570.1172,9346.2496,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,reported equivalent co2 released,Metric tons,37500.1332,35068.1092,25188.6008,25612.9172,21146.7720,45689.5548,26688.5864,32501.7704,29257.5008,37028.1956,27614.2132,19823.3520,21605.1192,18876.4080,16547.6272,24564.1548,17983.4968,17251.2592,27259.6024,21076.7924,16186.8240,17942.2872,11269.3460,13051.6612,10121.3408,12838.9276,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,sat estimated volume,Mcf,450175,307682,285330,358647,159466,775007,490192,546718,494918,475909,324640,377398,478870,251885,78895,245108,203530,256226,515460,382406,233210,310784,204694,302713,128081,106818,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,reported volume,Mcf,684309,639929,459646,467389,385890,833751,487018,593098,533896,675697,503909,361740,394254,344460,301964,448251,328166,314804,497438,384613,295380,327414,205645,238169,184696,234287,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,sat estimate lower,Mcf,392175,268041,248568,312440,138921,675156,427037,476280,431154,414594,282814,328775,417173,219433,68731,213529,177307,223214,449049,333138,203163,270743,178322,263712,111579,93056,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,sat estimate upper,Mcf,508174,347323,322091,404854,180012,874857,553348,617156,558683,537225,366466,426021,540566,284337,89060,276688,229752,289237,581871,431675,263256,350824,231067,341714,144583,120580,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,blended estimate,Mcf,567242,473805,372488,413018,272678,804379,488605,569908,514407,575803,414275,369569,436562,298172,190430,346680,265848,285515,506449,383510,264295,319099,205170,270441,156389,170552,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,produced oil,Bbl,3197962,2875088,3264547,3234728,3510338,3107085,3258929,3426074,3381633,3394941,3145411,3093619,2970320,2706708,3188568,3141989,3147069,3112904,3068763,2830191,2610129,2758601,2620978,2638693,2568409,1713349,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,produced gas,Mcf,7474471,6466108,7136086,7549963,8453894,6807026,8262105,8569244,8618698,8806457,8316367,8690626,8658536,7866088,8571139,8985254,8985667,8786307,9030818,8730720,8226819,8409113,8319236,8014105,7805880,4932317,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,reported equivalent co2 released,Metric tons,30840.5084,21197.0236,42165.6408,28205.1764,66392.3920,28171.9128,33111.4204,35876.4640,22658.9232,28887.4912,13671.5040,8928.9476,10098.3796,33442.4124,25994.4896,15710.0640,8246.1944,9315.0684,9719.3280,5344.1508,2648.3196,915.1052,1535.6056,1024.2120,1781.5480,3214.3488,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,blended estimate equivalent co2 released,Metric tons,34650.6976,25970.4324,41461.9540,29768.7300,49690.7220,34174.7048,31835.7860,26428.9988,20569.1252,28018.1440,12304.1892,10778.5024,11710.5408,23713.6040,22441.0384,16629.1696,4631.6960,12092.3872,17341.4600,6736.8380,2020.9692,1239.3568,1783.4660,3624.7460,3524.1332,2862.9712,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,sat estimated volume,Mcf,701842,561019,743764,571756,601991,733167,557667,309882,337214,495416,199579,230439,243115,255196,344665,320225,18561,271345,455540,148348,25430,28534,37068,113600,96108,45832,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,reported volume,Mcf,562783,386807,769446,514693,1211540,514086,604223,654680,413484,527144,249480,162937,184277,610263,474352,286680,150478,169983,177360,97521,48327,16699,28022,18690,32510,58656,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,sat estimate lower,Mcf,632046,505228,669799,514897,542125,660257,502209,279065,303679,446149,179731,207523,218938,229818,310389,288380,16715,244361,410239,133595,22901,25696,33382,102303,86551,41274,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,sat estimate upper,Mcf,771637,616810,817728,628615,661856,806077,613124,340698,370748,544683,219426,253355,267291,280575,378940,352070,20407,298329,500842,163101,27959,31371,40754,124897,105666,50389,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,blended estimate,Mcf,632312,473913,756605,543225,906765,623626,580945,482281,375349,511280,224529,196688,213696,432730,409508,303452,84520,220664,316450,122935,36879,22616,32545,66145,64309,52244,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,produced oil,Bbl,1368177,1323243,1484160,1387420,1508590,1405480,1422585,1473214,1333805,1415946,1430237,1414938,1247524,1190587,1237123,1280452,1054345,1068068,1095538,1036780,956954,921621,838773,831592,865234,615730,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,produced gas,Mcf,5430231,5434062,5674185,5377013,5622973,5637719,6194619,6059230,5822596,5717269,5804165,5789907,5460406,5103485,5473071,5691007,4875917,4913104,5168485,5270724,4936389,4941071,4534262,4432791,4742106,3268821,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,blended estimate equivalent co2 released,Metric tons,1180.7756,457.2512,585.2640,958.1232,641.4340,1718.4184,1224.8896,1946.4960,1512.4252,1548.5932,2628.0984,6327.0436,1838.5948,3648.8032,1875.8040,1417.2924,457.4704,729.7716,793.6684,1527.2212,896.4184,1319.4744,727.0864,967.3844,860.2504,596.2788,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,reported equivalent co2 released,Metric tons,359.8168,108.0656,44.7168,203.5272,424.2068,249.8332,381.8464,1072.6552,1.4248,175.8532,2932.2932,8473.5048,898.2816,5045.0524,2549.0768,1642.1368,274.7672,326.0052,321.5664,372.7496,347.8704,369.4068,296.9612,302.0028,410.5616,322.5528,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,sat estimated volume,Mcf,36528,14717,20545,31254,15669,58156,37737,51467,55173,53310,42406,76289,50709,41104,21943,21760,11683,20685,23099,48936,26368,41415,21116,29795,23904,15876,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,reported volume,Mcf,6566,1972,816,3714,7741,4559,6968,19574,26,3209,53509,154626,16392,92063,46516,29966,5014,5949,5868,6802,6348,6741,5419,5511,7492,5886,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,sat estimate lower,Mcf,21804,8785,12263,18656,9353,34714,22525,30721,32933,31821,25313,45537,30269,24535,13098,12989,6974,12347,13788,29210,15739,24721,12605,17785,14269,9476,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,sat estimate upper,Mcf,51252,20649,28826,43852,21985,81599,52948,72212,77412,74799,59500,107040,71150,57673,30789,30531,16392,29023,32409,68661,36996,58109,29628,41804,33540,22275,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,blended estimate,Mcf,21547,8344,10680,17484,11705,31358,22352,35520,27599,28259,47958,115457,33551,66584,34230,25863,8348,13317,14483,27869,16358,24078,13268,17653,15698,10881,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,produced oil,Bbl,5509650,4801473,5378989,5212705,5272021,4811509,4905723,4820112,4816245,5484158,5221983,5488056,5692513,5164494,5690614,5205782,2652011,3758123,4437872,5025167,4637036,4244712,4112725,4080532,4115133,3013858,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,produced gas,Mcf,15730105,13701186,15039573,16177156,15861604,14799572,16377657,16517737,16414724,17228582,16486700,16854984,17103781,15335533,16850542,15516726,8309960,12483954,13688785,14708450,14344802,13763446,13387599,13032478,12744576,8993243,
TX,Chevron Corp (CVX),Chevron Corp,CVX,reported equivalent co2 released,Metric tons,27070.4328,20313.0996,51908.6972,32151.5984,44888.9816,29282.1060,37746.0208,26579.2056,22695.0912,23663.5168,21190.1736,20368.0092,15385.3740,20053.1832,15655.9216,11968.5392,14330.5836,15900.4940,6737.1668,8676.5936,7093.5860,11004.0592,8007.0472,8770.9044,8574.0080,9601.9464,
TX,Chevron Corp (CVX),Chevron Corp,CVX,blended estimate equivalent co2 released,Metric tons,17285.2352,11770.8756,34102.3140,27528.7252,30675.5604,18579.0632,37409.8228,19607.4948,15210.8360,19702.4084,17029.5932,17209.6660,16390.3512,27170.6072,11047.6252,8256.2228,8582.7212,13703.3428,5514.8528,7992.5800,5649.2772,8488.6296,5550.4180,7134.7408,8530.0584,12309.1760,
TX,Chevron Corp (CVX),Chevron Corp,CVX,sat estimated volume,Mcf,136862,58917,297371,417989,300404,143723,676525,230579,140996,287251,234835,256411,317433,625693,117507,82919,51732,209966,78330,133367,76733,108999,56456,100339,154855,274023,
TX,Chevron Corp (CVX),Chevron Corp,CVX,reported volume,Mcf,493986,370677,947239,586708,819142,534345,688796,485022,414144,431816,386682,371679,280755,365934,285692,218404,261507,290155,122941,158332,129445,200804,146114,160053,156460,175218,
TX,Chevron Corp (CVX),Chevron Corp,CVX,sat estimate lower,Mcf,93701,40337,203592,286171,205668,98398,463175,157863,96531,196663,160777,175549,217326,428373,80450,56769,35418,143751,53628,91308,52534,74625,38652,68696,106020,187606,
TX,Chevron Corp (CVX),Chevron Corp,CVX,sat estimate upper,Mcf,180023,77497,391151,549807,395140,189048,889876,303295,185461,377839,308893,337273,417539,823013,154564,109068,68046,276182,103032,175426,100932,143374,74260,131982,203691,360439,
TX,Chevron Corp (CVX),Chevron Corp,CVX,blended estimate,Mcf,315424,214797,622305,502349,559773,339034,682661,357801,277570,359533,310759,314045,299094,495814,201599,150661,156619,250061,100636,145850,103089,154902,101285,130196,155658,224620,
TX,Chevron Corp (CVX),Chevron Corp,CVX,produced oil,Bbl,5249524,4813806,5377368,5235191,5450150,5649801,5844045,5822865,6422971,6796884,6685918,6396979,6671900,6305593,6955064,6674578,6154582,5688443,6192878,6394132,6024790,5843207,5687041,5545350,5426309,3328927,
TX,Chevron Corp (CVX),Chevron Corp,CVX,produced gas,Mcf,24742941,22287253,24698038,23464241,24540803,26174306,30841580,29436575,28899307,30119296,30344916,30600308,30937977,28619158,31167672,29952321,27294931,28524623,31529758,33921134,32521446,32135408,31076791,31455133,31002384,20280070,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,reported equivalent co2 released,Metric tons,25560.5832,12476.2064,11712.5684,9670.9944,11717.7196,48825.5944,34142.4276,17539.6716,18003.9920,11965.2512,9426.9700,6030.7948,12872.7392,9729.0824,9035.3692,5810.2248,7166.1960,11886.0104,8917.9328,5430.7896,2950.4320,7640.3804,3576.6316,5313.3532,3623.2664,14270.6872,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,blended estimate equivalent co2 released,Metric tons,19714.1904,13122.6820,11544.6064,9002.3248,10700.1932,44317.6916,27166.0040,18796.7836,15748.6432,14098.1220,12137.4876,6869.1252,19231.4024,8083.0000,6726.9740,6308.7952,5899.2200,11192.2424,6177.6040,3729.3044,1951.9212,5570.7488,3411.6836,4888.5984,3344.4440,9745.7416,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,sat estimated volume,Mcf,253062,251263,207604,152073,176690,726456,368424,365947,246228,296186,270950,140647,466971,117463,80631,124222,84530,191579,62725,37003,17399,63890,59247,81458,55943,95270,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,reported volume,Mcf,466434,227668,213733,176478,213827,890978,623037,320067,328540,218344,172025,110051,234904,177538,164879,106026,130770,216898,162736,99102,53840,139423,65267,96959,66118,260414,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,sat estimate lower,Mcf,228762,227135,187668,137470,159724,656697,333045,330807,222584,267744,244932,127141,422130,106183,72888,112293,76413,173182,56701,33450,15728,57755,53558,73636,50571,86122,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,sat estimate upper,Mcf,277363,275391,227539,166676,193657,796214,403802,401088,269872,324627,296968,154153,511813,128742,88373,136150,92647,209975,68748,40557,19070,70025,64936,89280,61315,104419,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,blended estimate,Mcf,359748,239465,210668,164276,195259,808717,495730,343007,287384,257265,221487,125349,350938,147500,122755,115124,107650,204238,112730,68053,35619,101656,62257,89208,61030,177842,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,produced oil,Bbl,2528486,2064994,1952916,2027050,2390938,2345153,2431926,2498848,2390614,2475191,2713787,2747530,2820664,2448737,2380946,2094121,1895193,2105110,1971517,1833025,1694795,1809047,1816425,1882128,1727393,1302833,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,produced gas,Mcf,24436762,20483350,20562716,20255551,22841393,22297251,23824233,24815412,24639289,24849091,25502826,26414251,26720318,24298865,25295988,22354833,21138435,22612616,21928724,21057434,20066093,20682493,20178695,20733264,19447665,14897982,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,blended estimate equivalent co2 released,Metric tons,542.1912,,796.5180,2743.0688,2148.7080,15995.8460,4415.2360,3344.7180,2553.6252,12104.6624,6287.5876,14958.4272,16771.4852,41134.9624,19352.4556,8314.6396,9571.8612,9680.2556,13215.5132,2648.7580,1768.6700,3027.0972,1982.1708,3243.4476,925.5172,3608.1416,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,reported equivalent co2 released,Metric tons,681.1092,,1478.3396,1455.9264,500.5432,7882.7060,3457.3868,5312.5860,2493.5096,14021.0732,7954.5488,16889.1956,24872.7884,44063.7484,23248.0232,10643.9136,11549.8124,12310.6008,13696.3832,3497.4456,1971.4300,2327.7944,2629.2492,1754.0932,318.7716,1172.0624,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,sat estimated volume,Mcf,7358,,2093,73545,69285,439945,98049,25126,47697,185918,84319,237732,158215,697194,282060,109222,138574,128649,232384,32848,28575,67999,24364,86364,27960,110297,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,reported volume,Mcf,12429,,26977,26568,9134,143845,63091,96945,45502,255859,145156,308197,453883,804083,424234,194232,210763,224646,249934,63822,35975,42478,47979,32009,5817,21388,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,sat estimate lower,Mcf,5091,,1448,50883,47936,304384,67837,17384,33000,128631,58338,164479,109464,482366,195148,75567,95875,89008,160779,22727,19770,47047,16856,59753,19345,76311,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,sat estimate upper,Mcf,9626,,2737,96206,90634,575506,128261,32868,62393,243205,110300,310984,206966,912022,368971,142877,181273,168290,303989,42970,37380,88952,31871,112976,36575,144283,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,blended estimate,Mcf,9894,,14535,50056,39210,291895,80570,61035,46599,220888,114737,272964,306049,750638,353147,151727,174669,176647,241159,48335,32275,55239,36171,59187,16889,65842,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,produced oil,Bbl,229141,,278850,277667,285803,277179,451497,539507,412705,468982,469481,569971,576667,519630,504503,422998,269416,377525,361532,352165,380843,382713,438103,297665,264073,214090,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,produced gas,Mcf,857210,,933605,923217,902823,939325,1308144,1273757,1246361,1403929,1453355,1820698,1748334,1893192,1940677,1711641,1124145,1561085,1585250,1559220,1558380,1670523,1683552,1515079,1300942,1043248,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,blended estimate equivalent co2 released,Metric tons,23013.5888,7121.5888,10739.8136,19580.8620,21778.8352,18819.1420,16149.3408,40790.9828,19587.8764,28122.3188,10880.3756,11326.9408,8924.5088,6274.3260,8324.7228,7482.7208,4910.5184,10097.0096,7682.0284,17301.5108,5871.0528,13098.1864,5554.4732,7278.0428,10663.5320,4615.3108,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,reported equivalent co2 released,Metric tons,35003.6096,11377.7952,11611.0240,21495.0260,19442.7660,21281.6896,16039.2476,42059.0000,17857.5116,34440.5944,13357.2808,13374.9812,11120.6736,8031.5428,11948.9208,8582.9404,6028.5480,13262.1480,11425.0328,16722.1104,9290.9016,18085.5892,8459.6952,11408.2092,18093.2064,5452.1616,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,sat estimated volume,Mcf,201159,52288,180084,322386,440052,298477,296705,721222,389020,397884,153349,169322,122779,82430,85775,116468,69205,126495,71881,326293,44730,148007,48344,57443,59011,68951,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,reported volume,Mcf,638752,207624,211880,392245,354795,388352,292687,767500,325867,628478,243746,244069,202932,146561,218046,156623,110010,242010,208486,305148,169542,330029,154374,208179,330168,99492,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,sat estimate lower,Mcf,141312,36732,126507,226473,309132,209677,208432,506651,273283,279509,107726,118947,86251,57906,60256,81818,48616,88861,50495,229218,31423,103974,33961,40353,41455,48437,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,sat estimate upper,Mcf,261006,67844,233661,418299,570972,387277,384977,935793,504757,516258,198972,219698,159307,106953,111295,151119,89795,164128,93266,423369,58038,192041,62726,74533,76568,89464,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,blended estimate,Mcf,419956,129956,195982,357315,397424,343415,294696,744361,357443,513181,198547,206696,162856,114495,151911,136546,89608,184252,140183,315721,107136,239018,101359,132811,194590,84221,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,produced oil,Bbl,10849165,9280204,10650912,10940945,11595198,12000654,12574509,11924229,11686441,12171280,11619297,12126833,11681936,10928514,11795146,11032746,9706649,7022104,8940766,10385415,10026286,10126221,9886247,9937960,10045247,6251595,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,produced gas,Mcf,33908512,31160302,35343887,36565745,38640406,37449146,38302285,38280548,37070058,39811547,38849510,40549429,40486056,37444637,41550389,39792649,35450344,24452916,32160900,38076288,37327256,37931845,35866663,36612712,37839552,25091459,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,blended estimate equivalent co2 released,Metric tons,4449.2120,7461.1844,5886.1228,7860.8956,7983.8120,10893.8016,11865.7892,20287.3984,22314.3956,14491.0380,13656.4340,11975.4440,6906.3892,10568.0156,6151.3000,4476.3928,493.5288,6956.4216,11998.4052,3429.1648,2620.4264,973.7960,3029.6728,2405.0076,2806.4724,3111.9824,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,reported equivalent co2 released,Metric tons,218.4328,10001.3288,8061.1896,9832.9832,9262.2412,14731.9388,14916.2860,20629.1860,26109.2408,15000.6232,8995.1460,10892.2672,8059.8196,11958.9492,7666.2460,4597.1172,277.7812,6543.8324,19405.6664,387.4360,3070.2248,1261.4960,2848.0656,2104.1556,3473.0596,3709.0832,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,sat estimated volume,Mcf,158393,89799,67720,107459,122362,128754,160862,363972,337947,255136,334266,238296,104981,167466,84604,79483,12942,134470,83779,118082,39610,12519,58600,49376,39049,45893,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,reported volume,Mcf,3986,182506,147102,179434,169019,268831,272195,376445,476446,273734,164145,198764,147077,218229,139895,83889,5069,119413,354118,7070,56026,23020,51972,38397,63377,67684,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,sat estimate lower,Mcf,145284,82367,62115,98566,112235,118098,147549,333848,309978,234020,306601,218574,96293,153606,77602,72905,11871,123341,76846,108309,36331,11483,53750,45290,35817,42095,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,sat estimate upper,Mcf,171502,97231,73325,116353,132489,139410,174175,394095,365917,276252,361930,258018,113670,181326,91606,86061,14013,145599,90713,127854,42888,13555,63450,53463,42281,49691,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,blended estimate,Mcf,81190,136153,107411,143447,145690,198792,216529,370208,407197,264435,249205,218530,126029,192847,112250,81686,9006,126942,218949,62576,47818,17770,55286,43887,51213,56788,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,produced oil,Bbl,1516206,1419389,1627927,1653736,1541377,1549770,1559445,2010936,1973086,2177489,2109403,2595246,2349174,2127671,2374505,2414629,1963665,1918824,1794988,1669337,1528621,1724861,1958615,1974490,2172306,1345145,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,produced gas,Mcf,2879829,3046390,3704292,3660538,3873895,3669769,3963497,4301173,4326708,4742645,4477182,5014677,5381180,5096096,5556585,5739775,5382867,5899365,6583217,6206900,6006692,6394041,6370681,6680072,6615303,4389252,
TX,Devon Energy Corp (DVN),Devon Energy Corp,DVN,reported equivalent co2 released,Metric tons,50381.6952,40289.8368,53087.5000,25190.4640,20927.3528,26975.0260,27912.8184,22854.8332,24324.9528,15912.0020,17228.0788,21778.5064,21346.9564,43629.1296,37859.8404,17431.0580,14597.2404,15352.7132,16263.3248,13728.1124,23335.9772,30157.0976,18765.9312,43048.9072,29481.1944,24158.6896,
