state,combined_name,company_name,ticker,product_type,product_units,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,aug_2020,sep_2020,oct_2020,nov_2020,dec_2020,jan_2021,feb_2021
TX,Ameredev LLC (Private),Ameredev LLC,Private,blended estimate equivalent co2 released,metric tons,8375.1,7254.4,12297.2,10171.6,12054.8,18815.0,,,4177.1,5995.3,7639.1,12176.6,19425.8,15669.6,,11037.3,,10982.0,13228.7,12597.6,9770.8,9826.7,9758.7,,,
TX,Ameredev LLC (Private),Ameredev LLC,Private,produced oil,Bbl,6304,5918,5517,5011,3662,3957,,,3092,4522,2884,3022,2129,5308,,34,,3350,1249,3948,236,1,2473,,,
TX,Ameredev LLC (Private),Ameredev LLC,Private,produced gas,Mcf,7635,6231,6453,5715,5149,5538,,,4321,5300,2762,3780,1392,2111,,10,,5503,1620,5008,382,,,,,
TX,Apache Corp (APA),Apache Corp,APA,sat estimated volume,Mcf,304741,213567,395341,506374,311108,341223,844574,557480,471810,235811,393255,278030,130975,172825,175692,64345,129428,104515,292878,43780,34043,98968,70008,86229,96119,
TX,Apache Corp (APA),Apache Corp,APA,reported volume,Mcf,760164,485040,385630,597228,410614,620080,750132,708752,469077,290889,454670,291338,278202,257625,244154,368512,304139,170824,136398,102942,72104,70182,32791,55817,13961,
TX,Apache Corp (APA),Apache Corp,APA,reported equivalent co2 released,metric tons,41657.0,26580.2,21132.5,32728.1,22501.6,33980.4,41107.2,38839.6,25705.4,15940.7,24915.9,15965.3,15245.5,14117.9,13379.6,20194.5,16666.8,9361.2,7474.6,5641.2,3951.3,3846.0,1796.9,3058.8,765.1,
TX,Apache Corp (APA),Apache Corp,APA,sat estimate lower,Mcf,249795,175060,324060,415073,255015,279699,692295,456965,386741,193294,322350,227901,107360,141664,144014,52744,106092,85671,240071,35886,27905,81124,57385,70682,78789,
TX,Apache Corp (APA),Apache Corp,APA,sat estimate upper,Mcf,359686,252074,466622,597674,367202,402746,996852,657994,556878,278329,464160,328160,154591,203985,207370,75947,152765,123360,345685,51673,40181,116812,82630,101776,113450,
TX,Hawkwood Energy LLC (Private),Hawkwood Energy LLC,Private,blended estimate,Mcf,3565,,,2385,7198,2428,3028,3882,1143,,,23294,943,720,506,3915,2082,685,5521,1401,,1697,,1446,219,
TX,Hawkwood Energy LLC (Private),Hawkwood Energy LLC,Private,blended estimate equivalent co2 released,metric tons,195.4,,,130.7,394.5,133.1,165.9,212.7,62.6,,,1276.5,51.7,39.5,27.7,214.5,114.1,37.5,302.6,76.8,,93.0,,79.2,12.0,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,produced oil,Bbl,11647,5278,4623,,,,,,,,,13125,24921,24264,8825,2261,,,4447,,4285,,,,2494,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,produced gas,Mcf,16226,6826,8420,,,,,,,,,24269,46548,35419,16208,4336,,,12514,,7358,,,,6539,
TX,Hawkwood Energy LLC (Private),Hawkwood Energy LLC,Private,produced oil,Bbl,502156,,,578106,634751,610130,622018,660285,629160,,,704336,642786,589242,693806,719647,641026,602371,597600,559489,,510228,,470840,,
TX,Apache Corp (APA),Apache Corp,APA,blended estimate,Mcf,532452,349303,390486,551801,360861,480651,797353,633116,470443,263350,423963,284684,204589,215225,209923,216429,216784,137670,214638,73361,53073,84575,51399,71023,96119,
TX,Apache Corp (APA),Apache Corp,APA,blended estimate equivalent co2 released,metric tons,29178.4,19141.8,21398.6,30238.7,19775.2,26339.7,43694.9,34694.8,25780.3,14431.6,23233.2,15600.7,11211.5,11794.3,11503.8,11860.3,11879.8,7544.3,11762.2,4020.2,2908.4,4634.7,2816.7,3892.1,5267.3,
TX,Apache Corp (APA),Apache Corp,APA,produced oil,Bbl,2932020,2829278,3080760,2907532,3011887,2895939,3092212,3059654,3062214,3149287,3078615,3184505,2982608,2816489,2869925,2975924,2875621,2580211,2551212,2394644,2296406,2251139,2120188,2070476,927635,
TX,Apache Corp (APA),Apache Corp,APA,produced gas,Mcf,28753472,26411409,29064794,22249169,23769082,23625616,25567475,26305041,28860717,31910062,31782501,33197406,32097078,34094190,27434669,21733912,25246029,29297243,29317814,27729637,26499715,23726709,25788213,25326938,5243383,
TX,BP plc (BP),BP plc,BP,sat estimated volume,Mcf,298587,258156,276863,497930,520368,549472,489715,581292,522152,520935,596549,650000,550253,471090,235177,335439,380627,397912,282199,342859,210809,388115,175598,284613,154087,
TX,BP plc (BP),BP plc,BP,reported volume,Mcf,451888,427303,495389,547145,613736,652958,701859,720055,601639,587115,739761,605823,439630,532076,474426,384259,286175,216239,199915,271862,277670,340990,166584,198719,18981,
TX,BP plc (BP),BP plc,BP,reported equivalent co2 released,metric tons,24763.5,23416.2,27147.3,29983.5,33632.7,35782.1,38461.9,39459.0,32969.8,32173.9,40538.9,33199.1,24091.7,29157.8,25998.5,21057.4,15682.4,11849.9,10955.3,14898.0,15216.3,18686.3,9128.8,10889.8,1040.2,
TX,BP plc (BP),BP plc,BP,sat estimate lower,Mcf,279373,241544,259048,465889,486883,514114,458203,543887,488552,487414,558162,608174,514845,440777,220044,313854,356134,372307,264040,320797,197244,363141,164299,266299,144172,
TX,BP plc (BP),BP plc,BP,sat estimate upper,Mcf,317800,274767,294679,529970,553852,584829,521227,618697,555751,554456,634935,691826,585660,501404,250310,357024,405119,423516,300357,364921,224374,413090,186898,302927,164003,
TX,BP plc (BP),BP plc,BP,blended estimate,Mcf,375237,342729,386126,522537,567052,601215,595787,650673,561895,554025,668155,627911,494941,501583,354801,359849,333401,307075,241057,307361,244240,364553,171091,241666,154087,
TX,BP plc (BP),BP plc,BP,blended estimate equivalent co2 released,metric tons,20563.0,18781.5,21159.7,28635.0,31074.4,32946.6,32649.1,35656.9,30791.8,30360.6,36614.9,34409.5,27122.8,27486.7,19443.1,19719.7,18270.4,16827.7,13209.9,16843.4,13384.4,19977.5,9375.8,13243.3,8444.0,
TX,BP plc (BP),BP plc,BP,produced oil,Bbl,1165825,965221,901623,1025930,1118662,1176491,1172737,1621918,1558049,1576545,1790466,1912274,1682907,1559598,1505149,1423969,1414267,1601326,2066074,2317997,2091169,1847088,1535980,1580866,1233550,
TX,BP plc (BP),BP plc,BP,produced gas,Mcf,24018788,21460575,23781549,25268059,27462427,25399464,28068577,29815652,31560414,32959549,33097940,34248512,34860099,33912569,35758554,32642976,30026841,30281295,31250590,31353413,28909837,27660632,25282097,24420748,22356548,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,sat estimated volume,Mcf,68253,171653,315278,171347,127260,244287,195755,162051,308536,291165,105573,217202,218633,118336,102922,109803,163635,131611,38654,18807,18034,80653,41897,43906,44733,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,reported volume,Mcf,92083,156645,298666,205286,222610,229325,271943,183605,448854,274085,158822,224388,215451,136693,190545,78248,129439,100327,66188,44277,48650,62632,54228,63242,,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,reported equivalent co2 released,metric tons,5046.1,8584.1,16366.9,11249.7,12199.0,12567.0,14902.5,10061.6,24597.2,15019.9,8703.4,12296.5,11806.7,7490.8,10441.9,4288.0,7093.3,5497.9,3627.1,2426.4,2666.0,3432.2,2971.7,3465.7,,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,sat estimate lower,Mcf,59539,149739,275027,149472,111013,213099,170763,141362,269145,253992,92095,189472,190720,103228,89782,95785,142744,114809,33719,16406,15732,70356,36548,38301,39022,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,sat estimate upper,Mcf,76967,193568,355529,193223,143507,275475,220746,182739,347926,328337,119051,244932,246545,133443,116062,123822,184526,148414,43589,21208,20336,90949,47246,49512,50444,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,blended estimate,Mcf,80168,164149,306972,188317,174935,236806,233849,172828,378695,282625,132198,220795,217042,127514,146734,94026,146537,115969,52421,31542,33342,71642,48063,53574,44733,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,blended estimate equivalent co2 released,metric tons,4393.2,8995.4,16822.1,10319.8,9586.4,12977.0,12814.9,9471.0,20752.5,15487.9,7244.5,12099.6,11893.9,6987.8,8041.0,5152.6,8030.2,6355.1,2872.7,1728.5,1827.1,3926.0,2633.9,2935.9,2451.4,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,produced oil,Bbl,187331,239685,266329,261507,299062,225778,263996,276021,324592,329608,294844,324355,302586,303152,296846,271117,216250,268635,270238,250913,229039,215766,224164,210111,213089,
TX,BTA Oil Producers LLC (Private),BTA Oil Producers LLC,Private,produced gas,Mcf,992782,1401153,1591639,1561471,1731853,1412030,1776494,1864698,2079143,2127145,1828284,1894732,1956880,1980585,1918054,1863939,1543983,1914333,1922232,1849452,1652380,1600015,1581216,1473882,1441620,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,sat estimated volume,Mcf,412000,281591,261134,328234,145944,709287,448625,500357,452950,435553,297111,345395,438262,230525,72205,224323,186271,234498,471750,349979,213434,284430,190370,277043,116726,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,reported volume,Mcf,684309,639979,459646,467388,385891,833752,487017,593099,533895,675697,503909,361740,394254,344460,301963,448249,328165,314804,497439,384613,295160,325409,204378,235615,,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,reported equivalent co2 released,metric tons,37500.1,35070.8,25188.6,25612.9,21146.8,45689.6,26688.5,32501.8,29257.4,37028.2,27614.2,19823.4,21605.1,18876.4,16547.6,24564.0,17983.4,17251.3,27259.7,21076.8,16174.8,17832.4,11199.9,12911.7,,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,sat estimate lower,Mcf,319923,218659,202774,254878,113327,550770,348362,388533,351721,338212,230710,268204,340316,179006,56068,174190,144641,182090,366319,271763,165734,220863,147824,215127,90639,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,sat estimate upper,Mcf,504078,344523,319494,401591,178561,867804,548887,612181,554179,532894,363512,422587,536209,282045,88342,274457,227900,286906,577180,428195,261134,347996,232915,338959,142813,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,blended estimate,Mcf,548155,460785,360390,397811,265917,771520,467821,546728,493422,555625,400510,353568,416258,287493,187084,336286,257218,274651,484594,367296,254297,304919,197374,256329,116726,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,blended estimate equivalent co2 released,metric tons,30038.9,25251.0,19749.4,21800.0,14572.3,42279.3,25636.6,29960.7,27039.5,30448.2,21947.9,19375.5,22810.9,15754.6,10252.2,18428.5,14095.5,15050.9,26555.8,20127.8,13935.5,16709.6,10816.1,14046.8,6396.6,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,produced oil,Bbl,3199261,2887043,3266224,3240455,3513269,3112292,3265174,3431408,3387019,3398034,3148964,3094625,2975104,2711189,3192896,3144828,3151736,3071744,3034059,2804970,2581580,2542742,2356508,2285761,356876,
TX,Callon Petroleum Co (CPE),Callon Petroleum Co,CPE,produced gas,Mcf,7476128,6475938,7137469,7556164,8457569,6813401,8266257,8572382,8622199,8809654,8318657,8692675,8663991,7871836,8576314,8988129,8975291,8753278,9001514,8706120,8198343,8091255,7870433,7567823,924630,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,sat estimated volume,Mcf,686755,548959,727776,559466,589051,717407,545679,303221,329965,484767,195289,225485,237889,249711,337256,313341,18162,265512,445748,145159,24884,27920,36271,111158,89096,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,reported volume,Mcf,562783,386807,769446,514693,1211540,514086,604223,654680,413484,527144,249480,162937,184277,610263,474352,286680,150478,169983,177360,97521,48327,16699,28022,18690,12695,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,reported equivalent co2 released,metric tons,30840.5,21197.0,42165.6,28205.2,66392.4,28171.9,33111.4,35876.5,22658.9,28887.5,13671.5,8928.9,10098.4,33442.4,25994.5,15710.1,8246.2,9315.1,9719.3,5344.2,2648.3,915.1,1535.6,1024.2,695.7,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,sat estimate lower,Mcf,641355,512668,679664,522480,550109,669980,509605,283175,308152,452719,182378,210579,222162,233203,314960,292627,16962,247959,416280,135563,23239,26075,33873,103810,83206,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,sat estimate upper,Mcf,732155,585250,775888,596451,627992,764834,581753,323266,351779,516814,208199,240392,253615,266219,359551,334056,19363,283065,475216,154755,26529,29766,38669,118507,94986,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,blended estimate,Mcf,624769,467883,748611,537079,900295,615747,574951,478950,371725,505955,222384,194211,211083,429987,405804,300011,84320,217748,311554,121340,36605,22310,32147,64924,89096,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,blended estimate equivalent co2 released,metric tons,34237.3,25640.0,41023.9,29431.9,49336.2,33742.9,31507.3,26246.5,20370.5,27726.3,12186.6,10642.8,11567.3,23563.3,22238.1,16440.6,4620.7,11932.6,17073.2,6649.4,2006.0,1222.6,1761.7,3557.8,4882.5,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,produced oil,Bbl,1368178,1323243,1486423,1387283,1508621,1405480,1422584,1473212,1333803,1415945,1430236,1414938,1247522,1190586,1237121,1280452,1054344,1068068,1095537,1036778,956953,921620,838771,831589,,
TX,Centennial Resource Dev (CDEV),Centennial Resource Dev,CDEV,produced gas,Mcf,5430231,5434061,5678406,5376327,5622423,5637716,6194616,6059227,5822597,5717264,5804163,5789902,5460403,5103484,5473070,5691009,4875917,4913101,5168485,5270725,4936389,4941068,4534262,4432790,,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,sat estimated volume,Mcf,32896,13253,18502,28146,14111,52373,33984,46349,49686,48008,38189,68702,45666,37016,19761,19596,10521,18628,20802,44069,23746,37297,19016,26837,21507,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,reported volume,Mcf,6566,1972,816,3714,7741,4559,6968,19574,26,3209,53509,154626,16392,92063,46516,29966,5014,5949,5868,6802,6348,6741,5419,5511,516,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,reported equivalent co2 released,metric tons,359.8,108.1,44.7,203.5,424.2,249.8,381.8,1072.7,1.4,175.9,2932.3,8473.5,898.3,5045.1,2549.1,1642.1,274.8,326.0,321.6,372.7,347.9,369.4,297.0,302.0,28.3,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,sat estimate lower,Mcf,20564,8285,11566,17594,8821,32739,21244,28973,31059,30011,23872,42947,28547,23139,12353,12250,6577,11645,13003,27548,14844,23315,11887,16776,13444,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,sat estimate upper,Mcf,45228,18222,25438,38697,19401,72007,46724,63724,68313,66006,52506,94458,62786,50893,27169,26942,14465,25612,28600,60590,32647,51279,26146,36898,29569,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,blended estimate,Mcf,19731,7613,9659,15930,10926,28466,20476,32961,24856,25609,45849,111664,31029,64540,33139,24781,7768,12289,13335,25436,15047,22019,12218,16174,21507,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,blended estimate equivalent co2 released,metric tons,1081.3,417.2,529.3,873.0,598.7,1559.9,1122.1,1806.3,1362.1,1403.4,2512.5,6119.2,1700.4,3536.8,1816.0,1358.0,425.7,673.4,730.8,1393.9,824.6,1206.6,669.5,886.3,1178.6,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,produced oil,Bbl,5510475,4791677,5369499,5213394,5272636,4812101,4906292,4820625,4816806,5484641,5222486,5488557,5692791,5165140,5691178,5206228,2652449,3758531,4438268,5025504,4637451,4245062,4113197,4061622,4046706,
TX,Chesapeake Energy Corp (CHK),Chesapeake Energy Corp,CHK,produced gas,Mcf,15735217,13695501,15035655,16178767,15859387,14799007,16378030,16520188,16417291,17230181,16485461,16856552,17103337,15339762,16853749,15519007,8312333,12486509,13691795,14711780,14348331,13765758,13390688,13014515,12688862,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,sat estimated volume,Mcf,289577,287518,237559,174016,202185,831276,421584,418750,281756,338922,310045,160941,534351,134412,92265,142146,96727,219221,71775,42343,19909,73108,67796,95875,64015,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,reported volume,Mcf,466520,227668,213733,176588,213876,891109,623037,318229,327626,218152,171189,109454,233221,176735,163749,105660,129995,216989,162402,99389,53840,139139,65327,97068,,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,reported equivalent co2 released,metric tons,25565.3,12476.2,11712.6,9677.0,11720.4,48832.8,34142.4,17438.9,17953.9,11954.7,9381.2,5998.1,12780.5,9685.1,8973.4,5790.2,7123.7,11891.0,8899.6,5446.5,2950.4,7624.8,3579.9,5319.3,,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,sat estimate lower,Mcf,286003,283970,234627,171868,199690,821018,416381,413582,278279,334740,306219,158955,527757,132753,91126,140392,95533,216516,70889,41820,19664,72206,66959,94692,63225,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,sat estimate upper,Mcf,293150,291066,240490,176163,204680,841534,426786,423917,285233,343105,313871,162927,540945,136070,93403,143900,97920,221927,72661,42865,20155,74010,68632,97058,64804,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,blended estimate,Mcf,378048,257593,225646,175302,208031,861193,522310,368489,304691,278537,240617,135198,383786,155573,128007,123903,113361,218105,117089,70866,36875,106124,66561,96472,64015,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,blended estimate equivalent co2 released,metric tons,20717.0,14116.1,12365.4,9606.5,11400.1,47193.4,28622.6,20193.2,16697.1,15263.8,13185.8,7408.9,21031.5,8525.4,7014.8,6789.9,6212.2,11952.2,6416.5,3883.5,2020.8,5815.6,3647.5,5286.7,3508.0,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,produced oil,Bbl,2536556,2071620,1960060,2033802,2397800,2351036,2437511,2506259,2397472,2481413,2718575,2754830,2827124,2454415,2386373,2099915,1900764,2110197,1976298,1837980,1698658,1739308,1720407,1797768,1648167,
TX,Cimarex Energy Co (XEC),Cimarex Energy Co,XEC,produced gas,Mcf,24437927,20484559,20564234,20257216,22843156,22298843,23825383,24814607,24641064,24849551,25501947,26413024,26704532,24285424,25279355,22344798,21121416,22608469,21927592,21050908,20059936,20385771,19707594,20308107,18959819,
TX,Citation Oil and Gas Corp (Private),Citation Oil and Gas Corp,Private,sat estimated volume,Mcf,476,,644,1272,,7831,10388,14058,12251,9868,7604,9589,20782,20155,10798,1452,3881,2978,9660,42374,23976,29905,16622,20022,477,
TX,Citation Oil and Gas Corp (Private),Citation Oil and Gas Corp,Private,reported volume,Mcf,25847,,25881,32290,,31107,31747,32906,34746,35276,25626,23852,20628,20084,33404,20519,25841,22119,25334,21940,11733,8543,16883,5001,,
TX,Citation Oil and Gas Corp (Private),Citation Oil and Gas Corp,Private,reported equivalent co2 released,metric tons,1416.4,,1418.3,1769.5,,1704.7,1739.7,1803.2,1904.1,1933.1,1404.3,1307.1,1130.4,1100.6,1830.5,1124.4,1416.1,1212.1,1388.3,1202.3,643.0,468.2,925.2,274.1,,
TX,Citation Oil and Gas Corp (Private),Citation Oil and Gas Corp,Private,sat estimate lower,Mcf,379,,513,1012,,6232,8267,11188,9749,7853,6051,7631,16538,16039,8593,1155,3089,2370,7687,33721,19080,23798,13228,15934,380,
TX,Citation Oil and Gas Corp (Private),Citation Oil and Gas Corp,Private,sat estimate upper,Mcf,573,,776,1531,,9430,12509,16929,14752,11883,9157,11548,25026,24271,13004,1748,4674,3586,11633,51027,28872,36011,20016,24111,575,
TX,Citation Oil and Gas Corp (Private),Citation Oil and Gas Corp,Private,blended estimate,Mcf,13161,,13263,16781,,19469,21067,23482,23498,22572,16615,16721,20705,20120,22101,10985,14861,12548,17497,32157,17855,19224,16752,12512,477,
TX,Citation Oil and Gas Corp (Private),Citation Oil and Gas Corp,Private,blended estimate equivalent co2 released,metric tons,721.2,,726.8,919.6,,1066.9,1154.5,1286.8,1287.7,1236.9,910.5,916.3,1134.6,1102.6,1211.1,602.0,814.4,687.6,958.8,1762.2,978.5,1053.5,918.0,685.7,26.1,
TX,Citation Oil and Gas Corp (Private),Citation Oil and Gas Corp,Private,produced oil,Bbl,211779,,211445,202681,,198793,205196,203563,197165,200834,191265,197987,193209,181345,191466,183724,181925,182216,177180,184774,177643,170982,165802,178046,140679,
TX,Citation Oil and Gas Corp (Private),Citation Oil and Gas Corp,Private,produced gas,Mcf,107597,,107396,97172,,99980,99726,99848,94086,98936,90623,95758,93057,84496,96186,88898,91055,88925,87019,94527,79531,76672,84010,60797,52455,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,sat estimated volume,Mcf,7055,,2006,70509,66426,421788,94003,24089,45728,178245,80839,227920,151685,668420,270419,104714,132855,123339,222793,31492,27396,65193,23358,,6651,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,reported volume,Mcf,12429,,26977,26568,10371,144073,63091,96945,45502,255859,145156,308197,453883,804083,424234,194232,210763,224646,249934,63822,35975,42478,47979,,,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,reported equivalent co2 released,metric tons,681.1,,1478.3,1455.9,568.3,7895.2,3457.4,5312.6,2493.5,14021.1,7954.5,16889.2,24872.8,44063.7,23248.0,10643.9,11549.8,12310.6,13696.4,3497.4,1971.4,2327.8,2629.2,,,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,sat estimate lower,Mcf,4472,,1272,44698,42109,267383,59591,15271,28988,112994,51246,144485,96158,423730,171426,66381,84221,78188,141235,19964,17367,41328,14807,,4216,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,sat estimate upper,Mcf,9637,,2741,96321,90742,576192,128414,32907,62468,243495,110432,311355,207213,913109,369411,143047,181489,168491,304351,43021,37425,89058,31909,,9086,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,blended estimate,Mcf,9742,,14492,48539,38398,282930,78547,60517,45615,217052,112998,268059,302784,736251,347326,149473,171809,173993,236363,47657,31685,53836,35669,,6651,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,blended estimate equivalent co2 released,metric tons,533.9,,794.2,2659.9,2104.2,15504.6,4304.4,3316.3,2499.7,11894.4,6192.3,14689.6,16592.6,40346.6,19033.5,8191.1,9415.1,9534.8,12952.7,2611.6,1736.3,2950.2,1954.7,,364.5,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,produced oil,Bbl,229265,,197590,317307,285803,246312,405338,486841,384816,474346,465043,560538,583398,529309,508480,407126,256849,360292,348990,353868,447360,443942,484199,,,
TX,Colgate Operating LLC (Private),Colgate Operating LLC,Private,produced gas,Mcf,780293,,670412,1063420,902823,799019,1089148,1168262,1224418,1515262,1371271,1653454,1649255,1795220,1835395,1587167,1035535,1417865,1460231,1444799,1534201,1670607,1318017,,,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,sat estimated volume,Mcf,197782,51410,177061,316973,432664,293466,291723,709113,382488,391203,150774,166480,120718,81046,84335,114513,68043,124371,70674,320815,43979,145522,47532,56478,63416,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,reported volume,Mcf,638752,207624,211880,392245,354795,388352,292687,767397,325867,628478,243746,244069,202932,143258,213534,156059,99300,242010,208486,305148,169542,330029,154374,208179,215686,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,reported equivalent co2 released,metric tons,35003.6,11377.8,11611.0,21495.0,19442.8,21281.7,16039.2,42053.4,17857.5,34440.6,13357.3,13375.0,11120.7,7850.5,11701.7,8552.0,5441.6,13262.1,11425.0,16722.1,9290.9,18085.6,8459.7,11408.2,11819.6,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,sat estimate lower,Mcf,136965,35602,122616,219506,299623,203227,202020,491066,264876,270911,104412,115288,83598,56125,58403,79301,47121,86128,48942,222167,30456,100775,32916,39112,43916,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,sat estimate upper,Mcf,258599,67218,231505,414440,565705,383704,381426,927160,500101,511496,197136,217671,157838,105967,110268,149725,88966,162614,92405,419463,57502,190269,62148,73845,82916,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,blended estimate,Mcf,418267,129517,194470,354609,393730,340909,292205,738255,354178,509841,197260,205274,161825,112152,148935,135286,83672,183190,139580,312981,106761,237776,100953,132329,63416,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,blended estimate equivalent co2 released,metric tons,22921.0,7097.5,10657.0,19432.6,21576.4,18681.8,16012.8,40456.4,19409.0,27939.3,10809.8,11249.0,8868.0,6145.9,8161.6,7413.7,4585.2,10038.8,7649.0,17151.4,5850.5,13030.1,5532.2,7251.6,3475.2,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,produced oil,Bbl,10857365,9289548,10663676,10949548,11605592,11890086,12567476,11941989,11649281,12086830,11618504,12131132,11678685,10924730,11777914,10998876,9673379,7023380,8889789,10299432,9994270,10029441,9711441,9802826,4337013,
TX,ConocoPhillips Co (COP),ConocoPhillips Co,COP,produced gas,Mcf,33927421,31182510,35372611,36590842,38668175,36868913,38285518,38431814,37157442,39816810,38878980,40652729,40509257,37478124,41416311,39594313,35285542,24452073,31874479,37716899,37105978,37451981,35019612,35581929,18771143,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,sat estimated volume,Mcf,155428,88118,66452,105447,120071,126343,157850,357156,331619,250359,328007,233834,103016,164330,83020,77995,12700,131952,82211,115871,38868,12285,55016,48452,40525,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,reported volume,Mcf,3786,182506,147102,179434,169019,268831,272195,376445,476446,273734,164145,198764,147077,218229,139895,83889,5069,119413,354118,7070,56026,23020,51972,38397,,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,reported equivalent co2 released,metric tons,207.5,10001.3,8061.2,9833.0,9262.2,14731.9,14916.3,20629.2,26109.2,15000.6,8995.1,10892.3,8059.8,11958.9,7666.2,4597.1,277.8,6543.8,19405.7,387.4,3070.2,1261.5,2848.1,2104.2,,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,sat estimate lower,Mcf,131512,74559,56227,89222,101595,106902,133561,302200,280592,211835,277535,197853,87164,139044,70246,65993,10746,111648,69561,98041,32887,10395,46550,40996,34290,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,sat estimate upper,Mcf,179344,101677,76677,121673,138546,145784,182139,412113,382646,288882,378478,269814,118867,189616,95795,89996,14654,152256,94861,133700,44849,14175,63481,55907,46761,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,blended estimate,Mcf,79607,135312,106777,142441,144545,197587,215023,366801,404033,262046,246076,216299,125046,191280,111458,80942,8884,125683,218164,61470,47447,17652,53494,43424,40525,
TX,Crownquest Operating LLC (Private),Crownquest Operating LLC,Private,blended estimate equivalent co2 released,metric tons,4362.5,7415.1,5851.4,7805.8,7921.1,10827.8,11783.3,20100.7,22141.0,14360.1,13485.0,11853.2,6852.5,10482.1,6107.9,4435.6,486.8,6887.4,11955.4,3368.6,2600.1,967.3,2931.5,2379.6,2220.8,
